settlement_id,utr,amount,fees,settled_at
SET-000327,UTR-IND-00000327,783.02,15.98,2026-08-17T01:44:00+00:00
SET-000328,UTR-IND-00000328,9799.02,199.98,2026-08-23T04:59:00+00:00
SET-000329,UTR-IND-00000329,9799.02,199.98,2026-08-05T07:19:00+00:00
SET-000330,UTR-IND-00000330,979.02,19.98,2026-08-12T10:37:00+00:00
SET-000331,UTR-IND-00000331,2939.02,59.98,2026-08-19T13:54:00+00:00
SET-000332,UTR-IND-00000332,979.02,19.98,2026-08-26T16:13:00+00:00
SET-000333,UTR-IND-00000333,293.02,5.98,2026-08-08T19:26:00+00:00
SET-000334,UTR-IND-00000334,783.02,15.98,2026-08-15T22:44:00+00:00
SET-000335,UTR-IND-00000335,14699.02,299.98,2026-08-23T01:59:00+00:00
SET-000336,UTR-IND-00000336,489.02,9.98,2026-08-04T04:18:00+00:00
SET-000337,UTR-IND-00000337,48999.02,999.98,2026-08-11T07:32:00+00:00
SET-000338,UTR-IND-00000338,2449.02,49.98,2026-08-18T10:54:00+00:00
SET-000339,UTR-IND-00000339,24500.00,500.00,2026-08-25T13:13:00+00:00
SET-000340,UTR-IND-00000340,14699.02,299.98,2026-08-07T16:28:00+00:00
SET-000341,UTR-IND-00000341,979.02,19.98,2026-08-14T19:45:00+00:00
SET-000342,UTR-IND-00000342,2939.02,59.98,2026-08-21T23:01:00+00:00
SET-000343,UTR-IND-00000343,1959.02,39.98,2026-08-04T01:20:00+00:00
SET-000344,UTR-IND-00000344,2449.02,49.98,2026-08-10T04:31:00+00:00
SET-000345,UTR-IND-00000345,7350.00,150.00,2026-08-17T07:47:00+00:00
SET-000346,UTR-IND-00000346,9799.02,199.98,2026-08-24T10:07:00+00:00
SET-000347,UTR-IND-00000347,979.02,19.98,2026-08-06T13:22:00+00:00
SET-000348,UTR-IND-00000348,1959.02,39.98,2026-08-13T16:38:00+00:00
SET-000349,UTR-IND-00000349,4899.02,99.98,2026-08-20T19:57:00+00:00
SET-000350,UTR-IND-00000350,1959.02,39.98,2026-08-02T22:20:00+00:00
SET-000351,UTR-IND-00000351,1959.02,39.98,2026-08-10T01:32:00+00:00
SET-000352,UTR-IND-00000352,4899.02,99.98,2026-08-16T04:46:00+00:00
SET-000353,UTR-IND-00000353,2939.02,59.98,2026-08-23T07:05:00+00:00
SET-000354,UTR-IND-00000354,2939.02,59.98,2026-08-05T10:21:00+00:00
SET-000355,UTR-IND-00000355,293.02,5.98,2026-08-12T13:37:00+00:00
SET-000356,UTR-IND-00000356,7350.00,150.00,2026-08-19T16:59:00+00:00
SET-000357,UTR-IND-00000357,293.02,5.98,2026-08-26T19:15:00+00:00
SET-000358,UTR-IND-00000358,489.02,9.98,2026-08-08T22:34:00+00:00
SET-000359,UTR-IND-00000359,979.02,19.98,2026-08-16T01:52:00+00:00
SET-000360,UTR-IND-00000360,24500.00,500.00,2026-08-22T04:10:00+00:00
SET-000361,UTR-IND-00000361,979.02,19.98,2026-08-04T07:27:00+00:00
SET-000362,UTR-IND-00000362,2449.02,49.98,2026-08-11T10:44:00+00:00
SET-000363,UTR-IND-00000363,3429.02,69.98,2026-08-18T13:53:00+00:00
SET-000364,UTR-IND-00000364,489.02,9.98,2026-08-25T16:16:00+00:00
SET-000365,UTR-IND-00000365,14699.02,299.98,2026-08-07T19:34:00+00:00
SET-000366,UTR-IND-00000366,24500.00,500.00,2026-08-14T22:45:00+00:00
SET-000367,UTR-IND-00000367,4899.02,99.98,2026-08-22T02:02:00+00:00
SET-000368,UTR-IND-00000368,1273.02,25.98,2026-08-03T04:26:00+00:00
SET-000369,UTR-IND-00000369,4899.02,99.98,2026-08-10T07:43:00+00:00
SET-000370,UTR-IND-00000370,3429.02,69.98,2026-08-17T11:00:00+00:00
SET-000371,UTR-IND-00000371,14699.02,299.98,2026-08-24T13:10:00+00:00
SET-000372,UTR-IND-00000372,1959.02,39.98,2026-08-06T16:33:00+00:00
SET-000373,UTR-IND-00000373,2449.02,49.98,2026-08-13T19:48:00+00:00
SET-000374,UTR-IND-00000374,24500.00,500.00,2026-08-20T23:06:00+00:00
SET-000375,UTR-IND-00000375,979.02,19.98,2026-08-03T01:23:00+00:00
SET-000376,UTR-IND-00000376,4899.02,99.98,2026-08-09T04:39:00+00:00
SET-000377,UTR-IND-00000377,1273.02,25.98,2026-08-16T07:52:00+00:00
SET-000378,UTR-IND-00000378,783.02,15.98,2026-08-23T10:09:00+00:00
SET-000379,UTR-IND-00000379,14699.02,299.98,2026-08-05T13:30:00+00:00
SET-000380,UTR-IND-00000380,1273.02,25.98,2026-08-12T16:50:00+00:00
SET-000381,UTR-IND-00000381,4899.02,99.98,2026-08-19T20:05:00+00:00
SET-000382,UTR-IND-00000382,7350.00,150.00,2026-08-26T22:16:00+00:00
SET-000383,UTR-IND-00000383,3429.02,69.98,2026-08-09T01:38:00+00:00
SET-000384,UTR-IND-00000384,979.02,19.98,2026-08-15T04:52:00+00:00
SET-000385,UTR-IND-00000385,48999.02,999.98,2026-08-22T07:08:00+00:00
SET-000386,UTR-IND-00000386,7350.00,150.00,2026-08-04T10:25:00+00:00
SET-000387,UTR-IND-00000387,2939.02,59.98,2026-08-11T13:47:00+00:00
SET-000388,UTR-IND-00000388,293.02,5.98,2026-08-18T16:58:00+00:00
SET-000389,UTR-IND-00000389,1469.51,29.99,2026-08-25T19:19:00+00:00
SET-000390,UTR-IND-00000390,4899.02,99.98,2026-08-07T22:32:00+00:00
SET-000391,UTR-IND-00000391,1469.51,29.99,2026-08-15T01:55:00+00:00
SET-000392,UTR-IND-00000392,783.02,15.98,2026-08-21T04:06:00+00:00
SET-000393,UTR-IND-00000393,783.02,15.98,2026-08-03T07:29:00+00:00
SET-000394,UTR-IND-00000394,14699.02,299.98,2026-08-10T10:45:00+00:00
SET-000395,UTR-IND-00000395,1469.51,29.99,2026-08-17T14:01:00+00:00
SET-000396,UTR-IND-00000396,4899.02,99.98,2026-08-24T16:14:00+00:00
SET-000397,UTR-IND-00000397,1273.02,25.98,2026-08-06T19:31:00+00:00
SET-000398,UTR-IND-00000398,783.02,15.98,2026-08-13T22:55:00+00:00
SET-000399,UTR-IND-00000399,14699.02,299.98,2026-08-21T01:12:00+00:00
SET-000400,UTR-IND-00000400,14699.02,299.98,2026-08-02T04:25:00+00:00
SET-000401,UTR-IND-00000401,979.02,19.98,2026-08-09T07:45:00+00:00
SET-000402,UTR-IND-00000402,979.02,19.98,2026-08-16T11:03:00+00:00
SET-000403,UTR-IND-00000403,3429.02,69.98,2026-08-23T13:16:00+00:00
SET-000404,UTR-IND-00000404,9799.02,199.98,2026-08-05T16:30:00+00:00
SET-000405,UTR-IND-00000405,1959.02,39.98,2026-08-12T19:50:00+00:00
SET-000406,UTR-IND-00000406,1273.02,25.98,2026-08-19T22:08:00+00:00
SET-000407,UTR-IND-00000407,4899.02,99.98,2026-08-27T01:21:00+00:00
SET-000408,UTR-IND-00000408,48999.02,999.98,2026-08-08T04:40:00+00:00
SET-000409,UTR-IND-00000409,1273.02,25.98,2026-08-15T08:03:00+00:00
SET-000410,UTR-IND-00000410,2449.02,49.98,2026-08-22T10:13:00+00:00
SET-000411,UTR-IND-00000411,9799.02,199.98,2026-08-04T13:35:00+00:00
SET-000412,UTR-IND-00000412,293.02,5.98,2026-08-11T16:47:00+00:00
SET-000413,UTR-IND-00000413,4899.02,99.98,2026-08-18T19:09:00+00:00
SET-000414,UTR-IND-00000414,14699.02,299.98,2026-08-25T22:21:00+00:00
SET-000415,UTR-IND-00000415,9799.02,199.98,2026-08-08T01:42:00+00:00
SET-000416,UTR-IND-00000416,1469.51,29.99,2026-08-14T04:59:00+00:00
SET-000417,UTR-IND-00000417,783.02,15.98,2026-08-21T07:12:00+00:00
SET-000418,UTR-IND-00000418,2449.02,49.98,2026-08-03T10:34:00+00:00
SET-000419,UTR-IND-00000419,783.02,15.98,2026-08-10T13:49:00+00:00
SET-000420,UTR-IND-00000420,4899.02,99.98,2026-08-17T16:07:00+00:00
SET-000421,UTR-IND-00000421,1469.51,29.99,2026-08-24T19:27:00+00:00
SET-000422,UTR-IND-00000422,979.02,19.98,2026-08-06T22:41:00+00:00
SET-000423,UTR-IND-00000423,7350.00,150.00,2026-08-14T01:56:00+00:00
SET-000424,UTR-IND-00000424,979.02,19.98,2026-08-20T04:14:00+00:00
SET-000425,UTR-IND-00000425,1959.02,39.98,2026-08-02T07:29:00+00:00
SET-000426,UTR-IND-00000426,783.02,15.98,2026-08-09T10:51:00+00:00
SET-000427,UTR-IND-00000427,24500.00,500.00,2026-08-16T14:06:00+00:00
SET-000428,UTR-IND-00000428,4899.02,99.98,2026-08-23T16:25:00+00:00
SET-000429,UTR-IND-00000429,783.02,15.98,2026-08-05T19:42:00+00:00
SET-000430,UTR-IND-00000430,3429.02,69.98,2026-08-12T22:52:00+00:00
SET-000431,UTR-IND-00000431,7350.00,150.00,2026-08-20T01:13:00+00:00
SET-000432,UTR-IND-00000432,24500.00,500.00,2026-08-26T04:26:00+00:00
SET-000433,UTR-IND-00000433,489.02,9.98,2026-08-08T07:47:00+00:00
SET-000434,UTR-IND-00000434,783.02,15.98,2026-08-15T11:08:00+00:00
SET-000435,UTR-IND-00000435,9799.02,199.98,2026-08-22T13:25:00+00:00
SET-000436,UTR-IND-00000436,489.02,9.98,2026-08-04T16:37:00+00:00
SET-000437,UTR-IND-00000437,4899.02,99.98,2026-08-11T19:59:00+00:00
SET-000438,UTR-IND-00000438,1273.02,25.98,2026-08-18T22:15:00+00:00
SET-000439,UTR-IND-00000439,979.02,19.98,2026-08-26T01:26:00+00:00
SET-000440,UTR-IND-00000440,1469.51,29.99,2026-08-07T04:45:00+00:00
SET-000441,UTR-IND-00000441,24500.00,500.00,2026-08-14T08:07:00+00:00
SET-000442,UTR-IND-00000442,1469.51,29.99,2026-08-21T10:21:00+00:00
SET-000443,UTR-IND-00000443,3429.02,69.98,2026-08-03T13:39:00+00:00
SET-000444,UTR-IND-00000444,4899.02,99.98,2026-08-10T16:55:00+00:00
SET-000445,UTR-IND-00000445,783.02,15.98,2026-08-17T19:08:00+00:00
SET-000446,UTR-IND-00000446,9799.02,199.98,2026-08-24T22:28:00+00:00
SET-000447,UTR-IND-00000447,1273.02,25.98,2026-08-07T01:42:00+00:00
SET-000448,UTR-IND-00000448,1273.02,25.98,2026-08-13T05:02:00+00:00
SET-000449,UTR-IND-00000449,9799.02,199.98,2026-08-20T07:16:00+00:00
SET-000450,UTR-IND-00000450,3429.02,69.98,2026-08-02T10:37:00+00:00
SET-000451,UTR-IND-00000451,1273.02,25.98,2026-08-09T13:55:00+00:00
SET-000452,UTR-IND-00000452,7350.00,150.00,2026-08-16T16:11:00+00:00
SET-000453,UTR-IND-00000453,3429.02,69.98,2026-08-23T19:26:00+00:00
SET-000454,UTR-IND-00000454,4899.02,99.98,2026-08-05T22:43:00+00:00
SET-000455,UTR-IND-00000455,2449.02,49.98,2026-08-13T01:59:00+00:00
SET-000456,UTR-IND-00000456,783.02,15.98,2026-08-19T04:15:00+00:00
SET-000457,UTR-IND-00000457,489.02,9.98,2026-08-26T07:33:00+00:00
SET-000458,UTR-IND-00000458,9799.02,199.98,2026-08-08T10:50:00+00:00
SET-000459,UTR-IND-00000459,1469.51,29.99,2026-08-15T13:12:00+00:00
SET-000460,UTR-IND-00000460,489.02,9.98,2026-08-22T16:27:00+00:00
SET-000461,UTR-IND-00000461,2449.02,49.98,2026-08-04T19:43:00+00:00
SET-000462,UTR-IND-00000462,24500.00,500.00,2026-08-11T23:04:00+00:00
SET-000463,UTR-IND-00000463,2449.02,49.98,2026-08-19T01:20:00+00:00
SET-000464,UTR-IND-00000464,1959.02,39.98,2026-08-25T04:37:00+00:00
SET-000465,UTR-IND-00000465,24500.00,500.00,2026-08-07T07:53:00+00:00
SET-000466,UTR-IND-00000466,14699.02,299.98,2026-08-14T10:07:00+00:00
SET-000467,UTR-IND-00000467,1273.02,25.98,2026-08-21T13:21:00+00:00
SET-000468,UTR-IND-00000468,48999.02,999.98,2026-08-03T16:46:00+00:00
SET-000469,UTR-IND-00000469,979.02,19.98,2026-08-10T19:59:00+00:00
SET-000470,UTR-IND-00000470,783.02,15.98,2026-08-17T22:16:00+00:00
SET-000471,UTR-IND-00000471,24500.00,500.00,2026-08-25T01:35:00+00:00
SET-000472,UTR-IND-00000472,783.02,15.98,2026-08-06T04:53:00+00:00
SET-000473,UTR-IND-00000473,7350.00,150.00,2026-08-13T07:09:00+00:00
SET-000474,UTR-IND-00000474,489.02,9.98,2026-08-20T10:28:00+00:00
SET-000475,UTR-IND-00000475,7350.00,150.00,2026-08-02T13:43:00+00:00
SET-000476,UTR-IND-00000476,783.02,15.98,2026-08-09T16:57:00+00:00
SET-000477,UTR-IND-00000477,293.02,5.98,2026-08-16T19:12:00+00:00
SET-000478,UTR-IND-00000478,4899.02,99.98,2026-08-23T22:30:00+00:00
SET-000479,UTR-IND-00000479,489.02,9.98,2026-08-06T01:52:00+00:00
SET-000480,UTR-IND-00000480,1273.02,25.98,2026-08-12T04:09:00+00:00
SET-000481,UTR-IND-00000481,293.02,5.98,2026-08-19T07:19:00+00:00
SET-000482,UTR-IND-00000482,2939.02,59.98,2026-08-26T10:38:00+00:00
SET-000483,UTR-IND-00000483,14699.02,299.98,2026-08-08T13:57:00+00:00
SET-000484,UTR-IND-00000484,2449.02,49.98,2026-08-15T16:11:00+00:00
SET-000485,UTR-IND-00000485,489.02,9.98,2026-08-22T19:33:00+00:00
SET-000486,UTR-IND-00000486,24500.00,500.00,2026-08-04T22:45:00+00:00
SET-000487,UTR-IND-00000487,48999.02,999.98,2026-08-12T02:09:00+00:00
SET-000488,UTR-IND-00000488,2449.02,49.98,2026-08-18T04:22:00+00:00
SET-000489,UTR-IND-00000489,14699.02,299.98,2026-08-25T07:40:00+00:00
SET-000490,UTR-IND-00000490,2449.02,49.98,2026-08-07T10:54:00+00:00
SET-000491,UTR-IND-00000491,783.02,15.98,2026-08-14T13:10:00+00:00
SET-000492,UTR-IND-00000492,293.02,5.98,2026-08-21T16:33:00+00:00
SET-000493,UTR-IND-00000493,489.02,9.98,2026-08-03T19:48:00+00:00
SET-000494,UTR-IND-00000494,2939.02,59.98,2026-08-10T23:05:00+00:00
SET-000495,UTR-IND-00000495,783.02,15.98,2026-08-18T01:20:00+00:00
SET-000496,UTR-IND-00000496,979.02,19.98,2026-08-24T04:36:00+00:00
SET-000497,UTR-IND-00000497,489.02,9.98,2026-08-06T07:59:00+00:00
SET-000498,UTR-IND-00000498,4899.02,99.98,2026-08-13T10:15:00+00:00
SET-000499,UTR-IND-00000499,48999.02,999.98,2026-08-20T13:27:00+00:00
SET-000500,UTR-IND-00000500,783.02,15.98,2026-08-02T16:42:00+00:00
SET-000501,UTR-IND-00000501,3429.02,69.98,2026-08-09T19:59:00+00:00
SET-000502,UTR-IND-00000502,1959.02,39.98,2026-08-16T22:21:00+00:00
SET-000503,UTR-IND-00000503,3429.02,69.98,2026-08-24T01:41:00+00:00
SET-000504,UTR-IND-00000504,48999.02,999.98,2026-08-05T04:50:00+00:00
SET-000505,UTR-IND-00000505,1959.02,39.98,2026-08-12T07:12:00+00:00
SET-000506,UTR-IND-00000506,489.02,9.98,2026-08-19T10:28:00+00:00
SET-000507,UTR-IND-00000507,979.02,19.98,2026-08-26T13:47:00+00:00
SET-000508,UTR-IND-00000508,9799.02,199.98,2026-08-08T17:04:00+00:00
SET-000509,UTR-IND-00000509,4899.02,99.98,2026-08-15T19:22:00+00:00
SET-000510,UTR-IND-00000510,48999.02,999.98,2026-08-22T22:40:00+00:00
SET-000511,UTR-IND-00000511,2939.02,59.98,2026-08-05T01:55:00+00:00
SET-000512,UTR-IND-00000512,783.02,15.98,2026-08-11T04:08:00+00:00
SET-000513,UTR-IND-00000513,3429.02,69.98,2026-08-18T07:24:00+00:00
SET-000514,UTR-IND-00000514,783.02,15.98,2026-08-25T10:44:00+00:00
SET-000515,UTR-IND-00000515,3429.02,69.98,2026-08-07T14:03:00+00:00
SET-000516,UTR-IND-00000516,1469.51,29.99,2026-08-14T16:19:00+00:00
SET-000517,UTR-IND-00000517,24500.00,500.00,2026-08-21T19:36:00+00:00
SET-000518,UTR-IND-00000518,14699.02,299.98,2026-08-03T22:48:00+00:00
SET-000519,UTR-IND-00000519,783.02,15.98,2026-08-11T01:10:00+00:00
SET-000520,UTR-IND-00000520,1469.51,29.99,2026-08-17T04:24:00+00:00
SET-000521,UTR-IND-00000521,24500.00,500.00,2026-08-24T07:41:00+00:00
SET-000522,UTR-IND-00000522,783.02,15.98,2026-08-06T11:01:00+00:00
SET-000523,UTR-IND-00000523,7350.00,150.00,2026-08-13T13:13:00+00:00
SET-000524,UTR-IND-00000524,1273.02,25.98,2026-08-20T16:35:00+00:00
SET-000525,UTR-IND-00000525,7350.00,150.00,2026-08-02T19:48:00+00:00
SET-000526,UTR-IND-00000526,1273.02,25.98,2026-08-09T22:10:00+00:00
SET-000527,UTR-IND-00000527,4899.02,99.98,2026-08-17T01:24:00+00:00
SET-000528,UTR-IND-00000528,979.02,19.98,2026-08-23T04:40:00+00:00
SET-000529,UTR-IND-00000529,48999.02,999.98,2026-08-05T08:03:00+00:00
SET-000530,UTR-IND-00000530,979.02,19.98,2026-08-12T10:16:00+00:00
SET-000531,UTR-IND-00000531,24500.00,500.00,2026-08-19T13:33:00+00:00
SET-000532,UTR-IND-00000532,48999.02,999.98,2026-08-26T16:47:00+00:00
SET-000533,UTR-IND-00000533,1273.02,25.98,2026-08-08T19:10:00+00:00
SET-000534,UTR-IND-00000534,1469.51,29.99,2026-08-15T22:21:00+00:00
SET-000535,UTR-IND-00000535,4899.02,99.98,2026-08-23T01:38:00+00:00
SET-000536,UTR-IND-00000536,3429.02,69.98,2026-08-04T04:56:00+00:00
SET-000537,UTR-IND-00000537,1469.51,29.99,2026-08-11T07:19:00+00:00
SET-000538,UTR-IND-00000538,2449.02,49.98,2026-08-18T10:31:00+00:00
SET-000539,UTR-IND-00000539,1273.02,25.98,2026-08-25T13:52:00+00:00
SET-000540,UTR-IND-00000540,293.02,5.98,2026-08-07T16:10:00+00:00
SET-000541,UTR-IND-00000541,7350.00,150.00,2026-08-14T19:27:00+00:00
SET-000542,UTR-IND-00000542,1273.02,25.98,2026-08-21T22:37:00+00:00
SET-000543,UTR-IND-00000543,3429.02,69.98,2026-08-04T02:00:00+00:00
SET-000544,UTR-IND-00000544,14699.02,299.98,2026-08-10T04:11:00+00:00
SET-000545,UTR-IND-00000545,1273.02,25.98,2026-08-17T07:28:00+00:00
SET-000546,UTR-IND-00000546,24500.00,500.00,2026-08-24T10:52:00+00:00
SET-000547,UTR-IND-00000547,7350.00,150.00,2026-08-06T14:09:00+00:00
SET-000548,UTR-IND-00000548,1469.51,29.99,2026-08-13T16:24:00+00:00
SET-000549,UTR-IND-00000549,489.02,9.98,2026-08-20T19:43:00+00:00
SET-000550,UTR-IND-00000550,1273.02,25.98,2026-08-02T22:54:00+00:00
SET-000551,UTR-IND-00000551,1469.51,29.99,2026-08-10T01:12:00+00:00
SET-000552,UTR-IND-00000552,7350.00,150.00,2026-08-16T04:27:00+00:00
SET-000553,UTR-IND-00000553,2939.02,59.98,2026-08-23T07:51:00+00:00
SET-000554,UTR-IND-00000554,2939.02,59.98,2026-08-05T11:04:00+00:00
SET-000555,UTR-IND-00000555,783.02,15.98,2026-08-12T13:19:00+00:00
SET-000556,UTR-IND-00000556,1469.51,29.99,2026-08-19T16:34:00+00:00
SET-000557,UTR-IND-00000557,293.02,5.98,2026-08-26T19:51:00+00:00
SET-000558,UTR-IND-00000558,2939.02,59.98,2026-08-08T22:14:00+00:00
SET-000559,UTR-IND-00000559,293.02,5.98,2026-08-16T01:33:00+00:00
SET-000560,UTR-IND-00000560,3429.02,69.98,2026-08-22T04:49:00+00:00
SET-000561,UTR-IND-00000561,2449.02,49.98,2026-08-04T08:03:00+00:00
SET-000562,UTR-IND-00000562,24500.00,500.00,2026-08-11T10:16:00+00:00
SET-000563,UTR-IND-00000563,1469.51,29.99,2026-08-18T13:39:00+00:00
SET-000564,UTR-IND-00000564,48999.02,999.98,2026-08-25T16:53:00+00:00
SET-000565,UTR-IND-00000565,4899.02,99.98,2026-08-07T19:12:00+00:00
SET-000566,UTR-IND-00000566,4899.02,99.98,2026-08-14T22:30:00+00:00
SET-000567,UTR-IND-00000567,1273.02,25.98,2026-08-22T01:49:00+00:00
SET-000568,UTR-IND-00000568,979.02,19.98,2026-08-03T05:01:00+00:00
SET-000569,UTR-IND-00000569,24500.00,500.00,2026-08-10T07:19:00+00:00
SET-000570,UTR-IND-00000570,24500.00,500.00,2026-08-17T10:34:00+00:00
SET-000571,UTR-IND-00000571,979.02,19.98,2026-08-24T13:53:00+00:00
SET-000572,UTR-IND-00000572,9799.02,199.98,2026-08-06T16:09:00+00:00
SET-000573,UTR-IND-00000573,1469.51,29.99,2026-08-13T19:28:00+00:00
SET-000574,UTR-IND-00000574,1959.02,39.98,2026-08-20T22:47:00+00:00
SET-000575,UTR-IND-00000575,24500.00,500.00,2026-08-03T02:01:00+00:00
SET-000576,UTR-IND-00000576,48999.02,999.98,2026-08-09T04:15:00+00:00
SET-000577,UTR-IND-00000577,9799.02,199.98,2026-08-16T07:34:00+00:00
SET-000578,UTR-IND-00000578,1959.02,39.98,2026-08-23T10:48:00+00:00
SET-000579,UTR-IND-00000579,489.02,9.98,2026-08-05T13:12:00+00:00
SET-000580,UTR-IND-00000580,48999.02,999.98,2026-08-12T16:30:00+00:00
SET-000581,UTR-IND-00000581,293.02,5.98,2026-08-19T19:45:00+00:00
SET-000582,UTR-IND-00000582,1273.02,25.98,2026-08-26T23:01:00+00:00
SET-000583,UTR-IND-00000583,9799.02,199.98,2026-08-09T01:13:00+00:00
SET-000584,UTR-IND-00000584,9799.02,199.98,2026-08-15T04:38:00+00:00
SET-000585,UTR-IND-00000585,1959.02,39.98,2026-08-22T07:55:00+00:00
SET-000586,UTR-IND-00000586,3429.02,69.98,2026-08-04T10:10:00+00:00
SET-000587,UTR-IND-00000587,24500.00,500.00,2026-08-11T13:22:00+00:00
SET-000588,UTR-IND-00000588,1273.02,25.98,2026-08-18T16:44:00+00:00
SET-000589,UTR-IND-00000589,7350.00,150.00,2026-08-25T20:03:00+00:00
SET-000590,UTR-IND-00000590,7350.00,150.00,2026-08-07T22:15:00+00:00
SET-000591,UTR-IND-00000591,9799.02,199.98,2026-08-15T01:29:00+00:00
SET-000592,UTR-IND-00000592,489.02,9.98,2026-08-21T04:51:00+00:00
SET-000593,UTR-IND-00000593,48999.02,999.98,2026-08-03T07:05:00+00:00
SET-000594,UTR-IND-00000594,1273.02,25.98,2026-08-10T10:25:00+00:00
SET-000595,UTR-IND-00000595,1469.51,29.99,2026-08-17T13:41:00+00:00
SET-000596,UTR-IND-00000596,4899.02,99.98,2026-08-24T16:58:00+00:00
SET-000597,UTR-IND-00000597,48999.02,999.98,2026-08-06T19:16:00+00:00
SET-000598,UTR-IND-00000598,4899.02,99.98,2026-08-13T22:34:00+00:00
SET-000599,UTR-IND-00000599,3429.02,69.98,2026-08-21T01:52:00+00:00
SET-000600,UTR-IND-00000600,2939.02,59.98,2026-08-02T04:02:00+00:00
SET-000601,UTR-IND-00000601,48999.02,999.98,2026-08-09T07:27:00+00:00
SET-000602,UTR-IND-00000602,9799.02,199.98,2026-08-16T10:39:00+00:00
SET-000603,UTR-IND-00000603,489.02,9.98,2026-08-23T13:56:00+00:00
SET-000604,UTR-IND-00000604,293.02,5.98,2026-08-05T16:15:00+00:00
SET-000605,UTR-IND-00000605,14699.02,299.98,2026-08-12T19:33:00+00:00
SET-000606,UTR-IND-00000606,1959.02,39.98,2026-08-19T22:52:00+00:00
SET-000607,UTR-IND-00000607,48999.02,999.98,2026-08-27T02:03:00+00:00
SET-000608,UTR-IND-00000608,1959.02,39.98,2026-08-08T04:25:00+00:00
SET-000609,UTR-IND-00000609,9799.02,199.98,2026-08-15T07:37:00+00:00
SET-000610,UTR-IND-00000610,24500.00,500.00,2026-08-22T11:00:00+00:00
SET-000611,UTR-IND-00000611,7350.00,150.00,2026-08-04T13:16:00+00:00
SET-000612,UTR-IND-00000612,1959.02,39.98,2026-08-11T16:30:00+00:00
SET-000613,UTR-IND-00000613,3429.02,69.98,2026-08-18T19:47:00+00:00
SET-000614,UTR-IND-00000614,3429.02,69.98,2026-08-25T23:07:00+00:00
SET-000615,UTR-IND-00000615,4899.02,99.98,2026-08-08T01:22:00+00:00
SET-000616,UTR-IND-00000616,2939.02,59.98,2026-08-14T04:35:00+00:00
SET-000617,UTR-IND-00000617,9799.02,199.98,2026-08-21T07:56:00+00:00
SET-000618,UTR-IND-00000618,1273.02,25.98,2026-08-03T10:08:00+00:00
SET-000619,UTR-IND-00000619,3429.02,69.98,2026-08-10T13:30:00+00:00
SET-000620,UTR-IND-00000620,24500.00,500.00,2026-08-17T16:49:00+00:00
SET-000621,UTR-IND-00000621,1959.02,39.98,2026-08-24T20:07:00+00:00
SET-000622,UTR-IND-00000622,2939.02,59.98,2026-08-06T22:18:00+00:00
SET-000623,UTR-IND-00000623,979.02,19.98,2026-08-14T01:36:00+00:00
SET-000624,UTR-IND-00000624,489.02,9.98,2026-08-20T04:53:00+00:00
SET-000625,UTR-IND-00000625,489.02,9.98,2026-08-02T07:13:00+00:00
SET-000626,UTR-IND-00000626,4899.02,99.98,2026-08-09T10:25:00+00:00
SET-000627,UTR-IND-00000627,1273.02,25.98,2026-08-16T13:49:00+00:00
SET-000628,UTR-IND-00000628,1469.51,29.99,2026-08-23T17:05:00+00:00
SET-000629,UTR-IND-00000629,48999.02,999.98,2026-08-05T19:19:00+00:00
SET-000630,UTR-IND-00000630,4899.02,99.98,2026-08-12T22:32:00+00:00
SET-000631,UTR-IND-00000631,783.02,15.98,2026-08-20T01:57:00+00:00
SET-000632,UTR-IND-00000632,489.02,9.98,2026-08-26T04:12:00+00:00
SET-000633,UTR-IND-00000633,1469.51,29.99,2026-08-08T07:29:00+00:00
SET-000634,UTR-IND-00000634,48999.02,999.98,2026-08-15T10:44:00+00:00
SET-000635,UTR-IND-00000635,489.02,9.98,2026-08-22T14:01:00+00:00
SET-000636,UTR-IND-00000636,979.02,19.98,2026-08-04T16:18:00+00:00
SET-000637,UTR-IND-00000637,24500.00,500.00,2026-08-11T19:33:00+00:00
SET-000638,UTR-IND-00000638,24500.00,500.00,2026-08-18T22:51:00+00:00
SET-000639,UTR-IND-00000639,979.02,19.98,2026-08-26T01:07:00+00:00
SET-000640,UTR-IND-00000640,24500.00,500.00,2026-08-07T04:24:00+00:00
SET-000641,UTR-IND-00000641,293.02,5.98,2026-08-14T07:43:00+00:00
SET-000642,UTR-IND-00000642,1959.02,39.98,2026-08-21T11:02:00+00:00
SET-000643,UTR-IND-00000643,14699.02,299.98,2026-08-03T13:14:00+00:00
SET-000644,UTR-IND-00000644,9799.02,199.98,2026-08-10T16:32:00+00:00
SET-000645,UTR-IND-00000645,1273.02,25.98,2026-08-17T19:52:00+00:00
SET-000646,UTR-IND-00000646,2449.02,49.98,2026-08-24T22:08:00+00:00
SET-000647,UTR-IND-00000647,9799.02,199.98,2026-08-07T01:28:00+00:00
SET-000648,UTR-IND-00000648,2939.02,59.98,2026-08-13T04:42:00+00:00
SET-000649,UTR-IND-00000649,293.02,5.98,2026-08-20T08:00:00+00:00
SET-000650,UTR-IND-00000650,2449.02,49.98,2026-08-02T10:13:00+00:00
SET-000651,UTR-IND-00000651,24500.00,500.00,2026-08-09T13:31:00+00:00
SET-000652,UTR-IND-00000652,9799.02,199.98,2026-08-16T16:47:00+00:00
SET-000653,UTR-IND-00000653,3429.02,69.98,2026-08-23T19:06:00+00:00
