payment_id,order_id,amount,method,utr,created_at,status
PAY-000238,ORD-000238,1999.00,NETBANKING,UTR-IND-00000238,2026-08-17T18:29:00+00:00,SUCCESS
PAY-000239,ORD-000239,1499.50,CARD,UTR-IND-00000239,2026-08-24T21:47:00+00:00,SUCCESS
PAY-000240,ORD-000240,799.00,CARD,UTR-IND-00000240,2026-08-06T00:02:00+00:00,SUCCESS
PAY-000241,ORD-000241,14999.00,WALLET,UTR-IND-00000241,2026-08-13T03:26:00+00:00,SUCCESS
PAY-000242,ORD-000242,3499.00,UPI,UTR-IND-00000242,2026-08-20T06:39:00+00:00,SUCCESS
PAY-000243,ORD-000243,3499.00,NETBANKING,UTR-IND-00000243,2026-08-02T10:00:00+00:00,SUCCESS
PAY-000244,ORD-000244,799.00,CARD,UTR-IND-00000244,2026-08-09T12:14:00+00:00,SUCCESS
PAY-000245,ORD-000245,1999.00,WALLET,UTR-IND-00000245,2026-08-16T15:28:00+00:00,SUCCESS
PAY-000246,ORD-000246,2499.00,CARD,UTR-IND-00000246,2026-08-23T18:48:00+00:00,SUCCESS
PAY-000247,ORD-000247,1299.00,UPI,UTR-IND-00000247,2026-08-05T22:01:00+00:00,SUCCESS
PAY-000248,ORD-000248,1499.50,NETBANKING,UTR-IND-00000248,2026-08-12T00:22:00+00:00,SUCCESS
PAY-000249,ORD-000249,25000.00,UPI,UTR-IND-00000249,2026-08-19T03:42:00+00:00,SUCCESS
PAY-000250,ORD-000250,3499.00,WALLET,UTR-IND-00000250,2026-08-01T06:56:00+00:00,SUCCESS
PAY-000251,ORD-000251,49999.00,WALLET,UTR-IND-00000251,2026-08-08T09:10:00+00:00,SUCCESS
PAY-000252,ORD-000252,499.00,WALLET,UTR-IND-00000252,2026-08-15T12:31:00+00:00,SUCCESS
PAY-000253,ORD-000253,2999.00,UPI,UTR-IND-00000253,2026-08-22T15:44:00+00:00,SUCCESS
PAY-000254,ORD-000254,2499.00,UPI,UTR-IND-00000254,2026-08-04T19:04:00+00:00,SUCCESS
PAY-000255,ORD-000255,499.00,CARD,UTR-IND-00000255,2026-08-11T21:24:00+00:00,SUCCESS
PAY-000256,ORD-000256,25000.00,NETBANKING,UTR-IND-00000256,2026-08-18T00:36:00+00:00,SUCCESS
PAY-000257,ORD-000257,14999.00,WALLET,UTR-IND-00000257,2026-08-25T03:52:00+00:00,SUCCESS
PAY-000258,ORD-000258,49999.00,NETBANKING,UTR-IND-00000258,2026-08-07T06:14:00+00:00,SUCCESS
PAY-000259,ORD-000259,4999.00,NETBANKING,UTR-IND-00000259,2026-08-14T09:26:00+00:00,SUCCESS
PAY-000260,ORD-000260,1499.50,NETBANKING,UTR-IND-00000260,2026-08-21T12:48:00+00:00,SUCCESS
PAY-000261,ORD-000261,49999.00,NETBANKING,UTR-IND-00000261,2026-08-03T16:05:00+00:00,SUCCESS
PAY-000262,ORD-000262,499.00,WALLET,UTR-IND-00000262,2026-08-10T18:17:00+00:00,SUCCESS
PAY-000263,ORD-000263,4999.00,NETBANKING,UTR-IND-00000263,2026-08-17T21:38:00+00:00,SUCCESS
PAY-000264,ORD-000264,999.00,WALLET,UTR-IND-00000264,2026-08-24T00:58:00+00:00,SUCCESS
PAY-000265,ORD-000265,299.00,WALLET,UTR-IND-00000265,2026-08-06T03:13:00+00:00,SUCCESS
PAY-000266,ORD-000266,499.00,CARD,UTR-IND-00000266,2026-08-13T06:32:00+00:00,SUCCESS
PAY-000267,ORD-000267,7500.00,WALLET,UTR-IND-00000267,2026-08-20T09:48:00+00:00,SUCCESS
PAY-000268,ORD-000268,499.00,CARD,UTR-IND-00000268,2026-08-02T13:02:00+00:00,SUCCESS
PAY-000269,ORD-000269,1299.00,NETBANKING,UTR-IND-00000269,2026-08-09T15:22:00+00:00,SUCCESS
PAY-000270,ORD-000270,49999.00,UPI,UTR-IND-00000270,2026-08-16T18:32:00+00:00,SUCCESS
PAY-000271,ORD-000271,2499.00,CARD,UTR-IND-00000271,2026-08-23T21:53:00+00:00,SUCCESS
PAY-000272,ORD-000272,299.00,WALLET,UTR-IND-00000272,2026-08-05T00:07:00+00:00,SUCCESS
PAY-000273,ORD-000273,2499.00,UPI,UTR-IND-00000273,2026-08-12T03:30:00+00:00,SUCCESS
PAY-000274,ORD-000274,999.00,CARD,UTR-IND-00000274,2026-08-19T06:47:00+00:00,SUCCESS
PAY-000275,ORD-000275,3499.00,NETBANKING,UTR-IND-00000275,2026-08-01T10:03:00+00:00,SUCCESS
PAY-000276,ORD-000276,49999.00,WALLET,UTR-IND-00000276,2026-08-08T12:17:00+00:00,SUCCESS
PAY-000277,ORD-000277,25000.00,CARD,UTR-IND-00000277,2026-08-15T15:37:00+00:00,SUCCESS
PAY-000278,ORD-000278,1999.00,CARD,UTR-IND-00000278,2026-08-22T18:49:00+00:00,SUCCESS
PAY-000279,ORD-000279,2999.00,WALLET,UTR-IND-00000279,2026-08-04T21:10:00+00:00,SUCCESS
PAY-000280,ORD-000280,2999.00,UPI,UTR-IND-00000280,2026-08-11T00:26:00+00:00,SUCCESS
PAY-000281,ORD-000281,3499.00,WALLET,UTR-IND-00000281,2026-08-18T03:41:00+00:00,SUCCESS
PAY-000282,ORD-000282,25000.00,WALLET,UTR-IND-00000282,2026-08-25T07:01:00+00:00,SUCCESS
PAY-000283,ORD-000283,4999.00,WALLET,UTR-IND-00000283,2026-08-07T09:20:00+00:00,SUCCESS
PAY-000284,ORD-000284,4999.00,CARD,UTR-IND-00000284,2026-08-14T12:33:00+00:00,SUCCESS
PAY-000285,ORD-000285,9999.00,CARD,UTR-IND-00000285,2026-08-21T15:53:00+00:00,SUCCESS
PAY-000286,ORD-000286,499.00,NETBANKING,UTR-IND-00000286,2026-08-03T18:11:00+00:00,SUCCESS
PAY-000287,ORD-000287,9999.00,WALLET,UTR-IND-00000287,2026-08-10T21:23:00+00:00,SUCCESS
PAY-000288,ORD-000288,49999.00,UPI,UTR-IND-00000288,2026-08-17T00:40:00+00:00,SUCCESS
PAY-000289,ORD-000289,4999.00,UPI,UTR-IND-00000289,2026-08-24T04:02:00+00:00,SUCCESS
PAY-000290,ORD-000290,999.00,WALLET,UTR-IND-00000290,2026-08-06T06:12:00+00:00,SUCCESS
PAY-000291,ORD-000291,1299.00,WALLET,UTR-IND-00000291,2026-08-13T09:31:00+00:00,SUCCESS
PAY-000292,ORD-000292,799.00,WALLET,UTR-IND-00000292,2026-08-20T12:50:00+00:00,SUCCESS
PAY-000293,ORD-000293,4999.00,WALLET,UTR-IND-00000293,2026-08-02T15:04:00+00:00,SUCCESS
PAY-000294,ORD-000294,4999.00,WALLET,UTR-IND-00000294,2026-08-09T18:25:00+00:00,SUCCESS
PAY-000295,ORD-000295,49999.00,UPI,UTR-IND-00000295,2026-08-16T21:38:00+00:00,SUCCESS
PAY-000296,ORD-000296,2499.00,NETBANKING,UTR-IND-00000296,2026-08-23T00:57:00+00:00,SUCCESS
PAY-000297,ORD-000297,799.00,WALLET,UTR-IND-00000297,2026-08-05T03:12:00+00:00,SUCCESS
PAY-000298,ORD-000298,999.00,WALLET,UTR-IND-00000298,2026-08-12T06:30:00+00:00,SUCCESS
PAY-000299,ORD-000299,3499.00,UPI,UTR-IND-00000299,2026-08-19T09:45:00+00:00,SUCCESS
PAY-000300,ORD-000300,4999.00,UPI,UTR-IND-00000300,2026-08-01T12:06:00+00:00,SUCCESS
PAY-000301,ORD-000301,7500.00,NETBANKING,UTR-IND-00000301,2026-08-08T15:25:00+00:00,SUCCESS
PAY-000302,ORD-000302,1299.00,CARD,UTR-IND-00000302,2026-08-15T18:44:00+00:00,SUCCESS
PAY-000303,ORD-000303,14999.00,CARD,UTR-IND-00000303,2026-08-22T21:55:00+00:00,SUCCESS
PAY-000304,ORD-000304,1499.50,UPI,UTR-IND-00000304,2026-08-04T00:16:00+00:00,SUCCESS
PAY-000305,ORD-000305,2499.00,WALLET,UTR-IND-00000305,2026-08-11T03:29:00+00:00,SUCCESS
PAY-000306,ORD-000306,2499.00,WALLET,UTR-IND-00000306,2026-08-18T06:48:00+00:00,SUCCESS
PAY-000307,ORD-000307,25000.00,NETBANKING,UTR-IND-00000307,2026-08-25T10:01:00+00:00,SUCCESS
PAY-000308,ORD-000308,25000.00,NETBANKING,UTR-IND-00000308,2026-08-07T12:26:00+00:00,SUCCESS
PAY-000309,ORD-000309,1499.50,UPI,UTR-IND-00000309,2026-08-14T15:42:00+00:00,SUCCESS
PAY-000310,ORD-000310,7500.00,NETBANKING,UTR-IND-00000310,2026-08-21T18:58:00+00:00,SUCCESS
PAY-000311,ORD-000311,2999.00,WALLET,UTR-IND-00000311,2026-08-03T21:13:00+00:00,SUCCESS
PAY-000312,ORD-000312,1999.00,WALLET,UTR-IND-00000312,2026-08-10T00:33:00+00:00,SUCCESS
PAY-000313,ORD-000313,999.00,CARD,UTR-IND-00000313,2026-08-17T03:49:00+00:00,SUCCESS
PAY-000314,ORD-000314,7500.00,NETBANKING,UTR-IND-00000314,2026-08-24T07:04:00+00:00,SUCCESS
PAY-000315,ORD-000315,299.00,WALLET,UTR-IND-00000315,2026-08-06T09:21:00+00:00,SUCCESS
PAY-000316,ORD-000316,299.00,UPI,UTR-IND-00000316,2026-08-13T12:41:00+00:00,SUCCESS
PAY-000317,ORD-000317,3499.00,CARD,UTR-IND-00000317,2026-08-20T15:56:00+00:00,SUCCESS
PAY-000318,ORD-000318,2499.00,CARD,UTR-IND-00000318,2026-08-02T18:12:00+00:00,SUCCESS
PAY-000319,ORD-000319,1299.00,UPI,UTR-IND-00000319,2026-08-09T21:25:00+00:00,SUCCESS
PAY-000320,ORD-000320,3499.00,WALLET,UTR-IND-00000320,2026-08-16T00:42:00+00:00,SUCCESS
PAY-000321,ORD-000321,7500.00,CARD,UTR-IND-00000321,2026-08-23T04:00:00+00:00,SUCCESS
PAY-000322,ORD-000322,3499.00,NETBANKING,UTR-IND-00000322,2026-08-05T06:22:00+00:00,SUCCESS
PAY-000323,ORD-000323,1499.50,CARD,UTR-IND-00000323,2026-08-12T09:35:00+00:00,SUCCESS
PAY-000324,ORD-000324,7500.00,NETBANKING,UTR-IND-00000324,2026-08-19T12:52:00+00:00,SUCCESS
PAY-000325,ORD-000325,2999.00,WALLET,UTR-IND-00000325,2026-08-01T15:11:00+00:00,SUCCESS
PAY-000326,ORD-000326,4999.00,UPI,UTR-IND-00000326,2026-08-08T18:31:00+00:00,SUCCESS
PAY-000327,ORD-000327,799.00,CARD,UTR-IND-00000327,2026-08-15T21:44:00+00:00,SUCCESS
PAY-000328,ORD-000328,9999.00,NETBANKING,UTR-IND-00000328,2026-08-22T00:59:00+00:00,SUCCESS
PAY-000329,ORD-000329,9999.00,UPI,UTR-IND-00000329,2026-08-04T03:19:00+00:00,SUCCESS
PAY-000330,ORD-000330,999.00,WALLET,UTR-IND-00000330,2026-08-11T06:37:00+00:00,SUCCESS
PAY-000331,ORD-000331,2999.00,WALLET,UTR-IND-00000331,2026-08-18T09:54:00+00:00,SUCCESS
PAY-000332,ORD-000332,999.00,CARD,UTR-IND-00000332,2026-08-25T12:13:00+00:00,SUCCESS
PAY-000333,ORD-000333,299.00,NETBANKING,UTR-IND-00000333,2026-08-07T15:26:00+00:00,SUCCESS
PAY-000334,ORD-000334,799.00,WALLET,UTR-IND-00000334,2026-08-14T18:44:00+00:00,SUCCESS
PAY-000335,ORD-000335,14999.00,UPI,UTR-IND-00000335,2026-08-21T21:59:00+00:00,SUCCESS
PAY-000336,ORD-000336,499.00,UPI,UTR-IND-00000336,2026-08-03T00:18:00+00:00,SUCCESS
PAY-000337,ORD-000337,49999.00,UPI,UTR-IND-00000337,2026-08-10T03:32:00+00:00,SUCCESS
PAY-000338,ORD-000338,2499.00,CARD,UTR-IND-00000338,2026-08-17T06:54:00+00:00,SUCCESS
PAY-000339,ORD-000339,25000.00,NETBANKING,UTR-IND-00000339,2026-08-24T09:13:00+00:00,SUCCESS
PAY-000340,ORD-000340,14999.00,CARD,UTR-IND-00000340,2026-08-06T12:28:00+00:00,SUCCESS
PAY-000341,ORD-000341,999.00,WALLET,UTR-IND-00000341,2026-08-13T15:45:00+00:00,SUCCESS
PAY-000342,ORD-000342,2999.00,UPI,UTR-IND-00000342,2026-08-20T19:01:00+00:00,SUCCESS
PAY-000343,ORD-000343,1999.00,WALLET,UTR-IND-00000343,2026-08-02T21:20:00+00:00,SUCCESS
PAY-000344,ORD-000344,2499.00,NETBANKING,UTR-IND-00000344,2026-08-09T00:31:00+00:00,SUCCESS
PAY-000345,ORD-000345,7500.00,NETBANKING,UTR-IND-00000345,2026-08-16T03:47:00+00:00,SUCCESS
PAY-000346,ORD-000346,9999.00,NETBANKING,UTR-IND-00000346,2026-08-23T06:07:00+00:00,SUCCESS
PAY-000347,ORD-000347,999.00,WALLET,UTR-IND-00000347,2026-08-05T09:22:00+00:00,SUCCESS
PAY-000348,ORD-000348,1999.00,UPI,UTR-IND-00000348,2026-08-12T12:38:00+00:00,SUCCESS
PAY-000349,ORD-000349,4999.00,CARD,UTR-IND-00000349,2026-08-19T15:57:00+00:00,SUCCESS
PAY-000350,ORD-000350,1999.00,UPI,UTR-IND-00000350,2026-08-01T18:20:00+00:00,SUCCESS
PAY-000351,ORD-000351,1999.00,CARD,UTR-IND-00000351,2026-08-08T21:32:00+00:00,SUCCESS
PAY-000352,ORD-000352,4999.00,CARD,UTR-IND-00000352,2026-08-15T00:46:00+00:00,SUCCESS
PAY-000353,ORD-000353,2999.00,CARD,UTR-IND-00000353,2026-08-22T03:05:00+00:00,SUCCESS
PAY-000354,ORD-000354,2999.00,CARD,UTR-IND-00000354,2026-08-04T06:21:00+00:00,SUCCESS
PAY-000355,ORD-000355,299.00,CARD,UTR-IND-00000355,2026-08-11T09:37:00+00:00,SUCCESS
PAY-000356,ORD-000356,7500.00,CARD,UTR-IND-00000356,2026-08-18T12:59:00+00:00,SUCCESS
PAY-000357,ORD-000357,299.00,CARD,UTR-IND-00000357,2026-08-25T15:15:00+00:00,SUCCESS
PAY-000358,ORD-000358,499.00,CARD,UTR-IND-00000358,2026-08-07T18:34:00+00:00,SUCCESS
PAY-000359,ORD-000359,999.00,UPI,UTR-IND-00000359,2026-08-14T21:52:00+00:00,SUCCESS
PAY-000360,ORD-000360,25000.00,NETBANKING,UTR-IND-00000360,2026-08-21T00:10:00+00:00,SUCCESS
PAY-000361,ORD-000361,999.00,WALLET,UTR-IND-00000361,2026-08-03T03:27:00+00:00,SUCCESS
PAY-000362,ORD-000362,2499.00,UPI,UTR-IND-00000362,2026-08-10T06:44:00+00:00,SUCCESS
PAY-000363,ORD-000363,3499.00,WALLET,UTR-IND-00000363,2026-08-17T09:53:00+00:00,SUCCESS
PAY-000364,ORD-000364,499.00,WALLET,UTR-IND-00000364,2026-08-24T12:16:00+00:00,SUCCESS
PAY-000365,ORD-000365,14999.00,UPI,UTR-IND-00000365,2026-08-06T15:34:00+00:00,SUCCESS
PAY-000366,ORD-000366,25000.00,UPI,UTR-IND-00000366,2026-08-13T18:45:00+00:00,SUCCESS
PAY-000367,ORD-000367,4999.00,CARD,UTR-IND-00000367,2026-08-20T22:02:00+00:00,SUCCESS
PAY-000368,ORD-000368,1299.00,NETBANKING,UTR-IND-00000368,2026-08-02T00:26:00+00:00,SUCCESS
PAY-000369,ORD-000369,4999.00,WALLET,UTR-IND-00000369,2026-08-09T03:43:00+00:00,SUCCESS
PAY-000370,ORD-000370,3499.00,WALLET,UTR-IND-00000370,2026-08-16T07:00:00+00:00,SUCCESS
PAY-000371,ORD-000371,14999.00,UPI,UTR-IND-00000371,2026-08-23T09:10:00+00:00,SUCCESS
PAY-000372,ORD-000372,1999.00,WALLET,UTR-IND-00000372,2026-08-05T12:33:00+00:00,SUCCESS
PAY-000373,ORD-000373,2499.00,WALLET,UTR-IND-00000373,2026-08-12T15:48:00+00:00,SUCCESS
PAY-000374,ORD-000374,25000.00,WALLET,UTR-IND-00000374,2026-08-19T19:06:00+00:00,SUCCESS
PAY-000375,ORD-000375,999.00,NETBANKING,UTR-IND-00000375,2026-08-01T21:23:00+00:00,SUCCESS
PAY-000376,ORD-000376,4999.00,NETBANKING,UTR-IND-00000376,2026-08-08T00:39:00+00:00,SUCCESS
PAY-000377,ORD-000377,1299.00,WALLET,UTR-IND-00000377,2026-08-15T03:52:00+00:00,SUCCESS
PAY-000378,ORD-000378,799.00,UPI,UTR-IND-00000378,2026-08-22T06:09:00+00:00,SUCCESS
PAY-000379,ORD-000379,14999.00,UPI,UTR-IND-00000379,2026-08-04T09:30:00+00:00,SUCCESS
PAY-000380,ORD-000380,1299.00,UPI,UTR-IND-00000380,2026-08-11T12:50:00+00:00,SUCCESS
PAY-000381,ORD-000381,4999.00,UPI,UTR-IND-00000381,2026-08-18T16:05:00+00:00,SUCCESS
PAY-000382,ORD-000382,7500.00,WALLET,UTR-IND-00000382,2026-08-25T18:16:00+00:00,SUCCESS
PAY-000383,ORD-000383,3499.00,NETBANKING,UTR-IND-00000383,2026-08-07T21:38:00+00:00,SUCCESS
PAY-000384,ORD-000384,999.00,CARD,UTR-IND-00000384,2026-08-14T00:52:00+00:00,SUCCESS
PAY-000385,ORD-000385,49999.00,CARD,UTR-IND-00000385,2026-08-21T03:08:00+00:00,SUCCESS
PAY-000386,ORD-000386,7500.00,NETBANKING,UTR-IND-00000386,2026-08-03T06:25:00+00:00,SUCCESS
PAY-000387,ORD-000387,2999.00,CARD,UTR-IND-00000387,2026-08-10T09:47:00+00:00,SUCCESS
PAY-000388,ORD-000388,299.00,NETBANKING,UTR-IND-00000388,2026-08-17T12:58:00+00:00,SUCCESS
PAY-000389,ORD-000389,1499.50,NETBANKING,UTR-IND-00000389,2026-08-24T15:19:00+00:00,SUCCESS
PAY-000390,ORD-000390,4999.00,NETBANKING,UTR-IND-00000390,2026-08-06T18:32:00+00:00,SUCCESS
PAY-000391,ORD-000391,1499.50,CARD,UTR-IND-00000391,2026-08-13T21:55:00+00:00,SUCCESS
PAY-000392,ORD-000392,799.00,CARD,UTR-IND-00000392,2026-08-20T00:06:00+00:00,SUCCESS
PAY-000393,ORD-000393,799.00,CARD,UTR-IND-00000393,2026-08-02T03:29:00+00:00,SUCCESS
PAY-000394,ORD-000394,14999.00,WALLET,UTR-IND-00000394,2026-08-09T06:45:00+00:00,SUCCESS
PAY-000395,ORD-000395,1499.50,NETBANKING,UTR-IND-00000395,2026-08-16T10:01:00+00:00,SUCCESS
PAY-000396,ORD-000396,4999.00,UPI,UTR-IND-00000396,2026-08-23T12:14:00+00:00,SUCCESS
PAY-000397,ORD-000397,1299.00,CARD,UTR-IND-00000397,2026-08-05T15:31:00+00:00,SUCCESS
PAY-000398,ORD-000398,799.00,NETBANKING,UTR-IND-00000398,2026-08-12T18:55:00+00:00,SUCCESS
PAY-000399,ORD-000399,14999.00,WALLET,UTR-IND-00000399,2026-08-19T21:12:00+00:00,SUCCESS
PAY-000400,ORD-000400,14999.00,NETBANKING,UTR-IND-00000400,2026-08-01T00:25:00+00:00,SUCCESS
PAY-000401,ORD-000401,999.00,NETBANKING,UTR-IND-00000401,2026-08-08T03:45:00+00:00,SUCCESS
PAY-000402,ORD-000402,999.00,NETBANKING,UTR-IND-00000402,2026-08-15T07:03:00+00:00,SUCCESS
PAY-000403,ORD-000403,3499.00,UPI,UTR-IND-00000403,2026-08-22T09:16:00+00:00,SUCCESS
PAY-000404,ORD-000404,9999.00,UPI,UTR-IND-00000404,2026-08-04T12:30:00+00:00,SUCCESS
PAY-000405,ORD-000405,1999.00,NETBANKING,UTR-IND-00000405,2026-08-11T15:50:00+00:00,SUCCESS
PAY-000406,ORD-000406,1299.00,NETBANKING,UTR-IND-00000406,2026-08-18T18:08:00+00:00,SUCCESS
PAY-000407,ORD-000407,4999.00,UPI,UTR-IND-00000407,2026-08-25T21:21:00+00:00,SUCCESS
PAY-000408,ORD-000408,49999.00,WALLET,UTR-IND-00000408,2026-08-07T00:40:00+00:00,SUCCESS
PAY-000409,ORD-000409,1299.00,WALLET,UTR-IND-00000409,2026-08-14T04:03:00+00:00,SUCCESS
PAY-000410,ORD-000410,2499.00,NETBANKING,UTR-IND-00000410,2026-08-21T06:13:00+00:00,SUCCESS
PAY-000411,ORD-000411,9999.00,UPI,UTR-IND-00000411,2026-08-03T09:35:00+00:00,SUCCESS
PAY-000412,ORD-000412,299.00,WALLET,UTR-IND-00000412,2026-08-10T12:47:00+00:00,SUCCESS
PAY-000413,ORD-000413,4999.00,WALLET,UTR-IND-00000413,2026-08-17T15:09:00+00:00,SUCCESS
PAY-000414,ORD-000414,14999.00,NETBANKING,UTR-IND-00000414,2026-08-24T18:21:00+00:00,SUCCESS
PAY-000415,ORD-000415,9999.00,UPI,UTR-IND-00000415,2026-08-06T21:42:00+00:00,SUCCESS
PAY-000416,ORD-000416,1499.50,WALLET,UTR-IND-00000416,2026-08-13T00:59:00+00:00,SUCCESS
PAY-000417,ORD-000417,799.00,WALLET,UTR-IND-00000417,2026-08-20T03:12:00+00:00,SUCCESS
PAY-000418,ORD-000418,2499.00,WALLET,UTR-IND-00000418,2026-08-02T06:34:00+00:00,SUCCESS
PAY-000419,ORD-000419,799.00,WALLET,UTR-IND-00000419,2026-08-09T09:49:00+00:00,SUCCESS
PAY-000420,ORD-000420,4999.00,CARD,UTR-IND-00000420,2026-08-16T12:07:00+00:00,SUCCESS
PAY-000421,ORD-000421,1499.50,UPI,UTR-IND-00000421,2026-08-23T15:27:00+00:00,SUCCESS
PAY-000422,ORD-000422,999.00,CARD,UTR-IND-00000422,2026-08-05T18:41:00+00:00,SUCCESS
PAY-000423,ORD-000423,7500.00,CARD,UTR-IND-00000423,2026-08-12T21:56:00+00:00,SUCCESS
PAY-000424,ORD-000424,999.00,CARD,UTR-IND-00000424,2026-08-19T00:14:00+00:00,SUCCESS
PAY-000425,ORD-000425,1999.00,CARD,UTR-IND-00000425,2026-08-01T03:29:00+00:00,SUCCESS
PAY-000426,ORD-000426,799.00,CARD,UTR-IND-00000426,2026-08-08T06:51:00+00:00,SUCCESS
PAY-000427,ORD-000427,25000.00,WALLET,UTR-IND-00000427,2026-08-15T10:06:00+00:00,SUCCESS
PAY-000428,ORD-000428,4999.00,CARD,UTR-IND-00000428,2026-08-22T12:25:00+00:00,SUCCESS
PAY-000429,ORD-000429,799.00,WALLET,UTR-IND-00000429,2026-08-04T15:42:00+00:00,SUCCESS
PAY-000430,ORD-000430,3499.00,NETBANKING,UTR-IND-00000430,2026-08-11T18:52:00+00:00,SUCCESS
PAY-000431,ORD-000431,7500.00,UPI,UTR-IND-00000431,2026-08-18T21:13:00+00:00,SUCCESS
PAY-000432,ORD-000432,25000.00,WALLET,UTR-IND-00000432,2026-08-25T00:26:00+00:00,SUCCESS
PAY-000433,ORD-000433,499.00,NETBANKING,UTR-IND-00000433,2026-08-07T03:47:00+00:00,SUCCESS
PAY-000434,ORD-000434,799.00,UPI,UTR-IND-00000434,2026-08-14T07:08:00+00:00,SUCCESS
PAY-000435,ORD-000435,9999.00,WALLET,UTR-IND-00000435,2026-08-21T09:25:00+00:00,SUCCESS
PAY-000436,ORD-000436,499.00,WALLET,UTR-IND-00000436,2026-08-03T12:37:00+00:00,SUCCESS
PAY-000437,ORD-000437,4999.00,WALLET,UTR-IND-00000437,2026-08-10T15:59:00+00:00,SUCCESS
PAY-000438,ORD-000438,1299.00,UPI,UTR-IND-00000438,2026-08-17T18:15:00+00:00,SUCCESS
PAY-000439,ORD-000439,999.00,NETBANKING,UTR-IND-00000439,2026-08-24T21:26:00+00:00,SUCCESS
PAY-000440,ORD-000440,1499.50,UPI,UTR-IND-00000440,2026-08-06T00:45:00+00:00,SUCCESS
PAY-000441,ORD-000441,25000.00,WALLET,UTR-IND-00000441,2026-08-13T04:07:00+00:00,SUCCESS
PAY-000442,ORD-000442,1499.50,NETBANKING,UTR-IND-00000442,2026-08-20T06:21:00+00:00,SUCCESS
PAY-000443,ORD-000443,3499.00,WALLET,UTR-IND-00000443,2026-08-02T09:39:00+00:00,SUCCESS
PAY-000444,ORD-000444,4999.00,UPI,UTR-IND-00000444,2026-08-09T12:55:00+00:00,SUCCESS
PAY-000445,ORD-000445,799.00,NETBANKING,UTR-IND-00000445,2026-08-16T15:08:00+00:00,SUCCESS
PAY-000446,ORD-000446,9999.00,NETBANKING,UTR-IND-00000446,2026-08-23T18:28:00+00:00,SUCCESS
PAY-000447,ORD-000447,1299.00,NETBANKING,UTR-IND-00000447,2026-08-05T21:42:00+00:00,SUCCESS
PAY-000448,ORD-000448,1299.00,NETBANKING,UTR-IND-00000448,2026-08-12T01:02:00+00:00,SUCCESS
PAY-000449,ORD-000449,9999.00,CARD,UTR-IND-00000449,2026-08-19T03:16:00+00:00,SUCCESS
PAY-000450,ORD-000450,3499.00,WALLET,UTR-IND-00000450,2026-08-01T06:37:00+00:00,SUCCESS
PAY-000451,ORD-000451,1299.00,UPI,UTR-IND-00000451,2026-08-08T09:55:00+00:00,SUCCESS
PAY-000452,ORD-000452,7500.00,UPI,UTR-IND-00000452,2026-08-15T12:11:00+00:00,SUCCESS
PAY-000453,ORD-000453,3499.00,CARD,UTR-IND-00000453,2026-08-22T15:26:00+00:00,SUCCESS
PAY-000454,ORD-000454,4999.00,WALLET,UTR-IND-00000454,2026-08-04T18:43:00+00:00,SUCCESS
PAY-000455,ORD-000455,2499.00,CARD,UTR-IND-00000455,2026-08-11T21:59:00+00:00,SUCCESS
PAY-000456,ORD-000456,799.00,NETBANKING,UTR-IND-00000456,2026-08-18T00:15:00+00:00,SUCCESS
PAY-000457,ORD-000457,499.00,NETBANKING,UTR-IND-00000457,2026-08-25T03:33:00+00:00,SUCCESS
PAY-000458,ORD-000458,9999.00,CARD,UTR-IND-00000458,2026-08-07T06:50:00+00:00,SUCCESS
PAY-000459,ORD-000459,1499.50,CARD,UTR-IND-00000459,2026-08-14T09:12:00+00:00,SUCCESS
PAY-000460,ORD-000460,499.00,WALLET,UTR-IND-00000460,2026-08-21T12:27:00+00:00,SUCCESS
PAY-000461,ORD-000461,2499.00,WALLET,UTR-IND-00000461,2026-08-03T15:43:00+00:00,SUCCESS
PAY-000462,ORD-000462,25000.00,CARD,UTR-IND-00000462,2026-08-10T19:04:00+00:00,SUCCESS
PAY-000463,ORD-000463,2499.00,NETBANKING,UTR-IND-00000463,2026-08-17T21:20:00+00:00,SUCCESS
PAY-000464,ORD-000464,1999.00,NETBANKING,UTR-IND-00000464,2026-08-24T00:37:00+00:00,SUCCESS
PAY-000465,ORD-000465,25000.00,NETBANKING,UTR-IND-00000465,2026-08-06T03:53:00+00:00,SUCCESS
PAY-000466,ORD-000466,14999.00,CARD,UTR-IND-00000466,2026-08-13T06:07:00+00:00,SUCCESS
PAY-000467,ORD-000467,1299.00,NETBANKING,UTR-IND-00000467,2026-08-20T09:21:00+00:00,SUCCESS
PAY-000468,ORD-000468,49999.00,NETBANKING,UTR-IND-00000468,2026-08-02T12:46:00+00:00,SUCCESS
PAY-000469,ORD-000469,999.00,UPI,UTR-IND-00000469,2026-08-09T15:59:00+00:00,SUCCESS
PAY-000470,ORD-000470,799.00,CARD,UTR-IND-00000470,2026-08-16T18:16:00+00:00,SUCCESS
PAY-000471,ORD-000471,25000.00,CARD,UTR-IND-00000471,2026-08-23T21:35:00+00:00,SUCCESS
PAY-000472,ORD-000472,799.00,CARD,UTR-IND-00000472,2026-08-05T00:53:00+00:00,SUCCESS
PAY-000473,ORD-000473,7500.00,UPI,UTR-IND-00000473,2026-08-12T03:09:00+00:00,SUCCESS
PAY-000474,ORD-000474,499.00,WALLET,UTR-IND-00000474,2026-08-19T06:28:00+00:00,SUCCESS
