order_id,customer_id,amount,currency,created_at,status
ORD-000306,CUST-0007,2499.00,INR,2026-08-18T06:42:00+00:00,COMPLETED
ORD-000307,CUST-0008,25000.00,INR,2026-08-25T09:59:00+00:00,COMPLETED
ORD-000308,CUST-0009,25000.00,INR,2026-08-07T12:16:00+00:00,COMPLETED
ORD-000309,CUST-0010,1499.50,INR,2026-08-14T15:33:00+00:00,COMPLETED
ORD-000310,CUST-0011,7500.00,INR,2026-08-21T18:50:00+00:00,COMPLETED
ORD-000311,CUST-0012,2999.00,INR,2026-08-03T21:07:00+00:00,COMPLETED
ORD-000312,CUST-0013,1999.00,INR,2026-08-10T00:24:00+00:00,COMPLETED
ORD-000313,CUST-0014,999.00,INR,2026-08-17T03:41:00+00:00,COMPLETED
ORD-000314,CUST-0015,7500.00,INR,2026-08-24T06:58:00+00:00,COMPLETED
ORD-000315,CUST-0016,299.00,INR,2026-08-06T09:15:00+00:00,COMPLETED
ORD-000316,CUST-0017,299.00,INR,2026-08-13T12:32:00+00:00,COMPLETED
ORD-000317,CUST-0018,3499.00,INR,2026-08-20T15:49:00+00:00,COMPLETED
ORD-000318,CUST-0019,2499.00,INR,2026-08-02T18:06:00+00:00,COMPLETED
ORD-000319,CUST-0020,1299.00,INR,2026-08-09T21:23:00+00:00,COMPLETED
ORD-000320,CUST-0021,3499.00,INR,2026-08-16T00:40:00+00:00,COMPLETED
ORD-000321,CUST-0022,7500.00,INR,2026-08-23T03:57:00+00:00,COMPLETED
ORD-000322,CUST-0023,3499.00,INR,2026-08-05T06:14:00+00:00,COMPLETED
ORD-000323,CUST-0024,1499.50,INR,2026-08-12T09:31:00+00:00,COMPLETED
ORD-000324,CUST-0025,7500.00,INR,2026-08-19T12:48:00+00:00,COMPLETED
ORD-000325,CUST-0026,2999.00,INR,2026-08-01T15:05:00+00:00,COMPLETED
ORD-000326,CUST-0027,4999.00,INR,2026-08-08T18:22:00+00:00,COMPLETED
ORD-000327,CUST-0028,799.00,INR,2026-08-15T21:39:00+00:00,COMPLETED
ORD-000328,CUST-0029,9999.00,INR,2026-08-22T00:56:00+00:00,COMPLETED
ORD-000329,CUST-0030,9999.00,INR,2026-08-04T03:13:00+00:00,COMPLETED
ORD-000330,CUST-0031,999.00,INR,2026-08-11T06:30:00+00:00,COMPLETED
ORD-000331,CUST-0032,2999.00,INR,2026-08-18T09:47:00+00:00,COMPLETED
ORD-000332,CUST-0033,999.00,INR,2026-08-25T12:04:00+00:00,COMPLETED
ORD-000333,CUST-0034,299.00,INR,2026-08-07T15:21:00+00:00,COMPLETED
ORD-000334,CUST-0035,799.00,INR,2026-08-14T18:38:00+00:00,COMPLETED
ORD-000335,CUST-0036,14999.00,INR,2026-08-21T21:55:00+00:00,COMPLETED
ORD-000336,CUST-0037,499.00,INR,2026-08-03T00:12:00+00:00,COMPLETED
ORD-000337,CUST-0038,49999.00,INR,2026-08-10T03:29:00+00:00,COMPLETED
ORD-000338,CUST-0039,2499.00,INR,2026-08-17T06:46:00+00:00,COMPLETED
ORD-000339,CUST-0040,25000.00,INR,2026-08-24T09:03:00+00:00,COMPLETED
ORD-000340,CUST-0041,14999.00,INR,2026-08-06T12:20:00+00:00,COMPLETED
ORD-000341,CUST-0042,999.00,INR,2026-08-13T15:37:00+00:00,COMPLETED
ORD-000342,CUST-0043,2999.00,INR,2026-08-20T18:54:00+00:00,COMPLETED
ORD-000343,CUST-0044,1999.00,INR,2026-08-02T21:11:00+00:00,COMPLETED
ORD-000344,CUST-0045,2499.00,INR,2026-08-09T00:28:00+00:00,COMPLETED
ORD-000345,CUST-0046,7500.00,INR,2026-08-16T03:45:00+00:00,COMPLETED
ORD-000346,CUST-0047,9999.00,INR,2026-08-23T06:02:00+00:00,COMPLETED
ORD-000347,CUST-0048,999.00,INR,2026-08-05T09:19:00+00:00,COMPLETED
ORD-000348,CUST-0049,1999.00,INR,2026-08-12T12:36:00+00:00,COMPLETED
ORD-000349,CUST-0050,4999.00,INR,2026-08-19T15:53:00+00:00,COMPLETED
ORD-000350,CUST-0051,1999.00,INR,2026-08-01T18:10:00+00:00,COMPLETED
ORD-000351,CUST-0052,1999.00,INR,2026-08-08T21:27:00+00:00,COMPLETED
ORD-000352,CUST-0053,4999.00,INR,2026-08-15T00:44:00+00:00,COMPLETED
ORD-000353,CUST-0054,2999.00,INR,2026-08-22T03:01:00+00:00,COMPLETED
ORD-000354,CUST-0055,2999.00,INR,2026-08-04T06:18:00+00:00,COMPLETED
ORD-000355,CUST-0056,299.00,INR,2026-08-11T09:35:00+00:00,COMPLETED
ORD-000356,CUST-0057,7500.00,INR,2026-08-18T12:52:00+00:00,COMPLETED
ORD-000357,CUST-0058,299.00,INR,2026-08-25T15:09:00+00:00,COMPLETED
ORD-000358,CUST-0059,499.00,INR,2026-08-07T18:26:00+00:00,COMPLETED
ORD-000359,CUST-0060,999.00,INR,2026-08-14T21:43:00+00:00,COMPLETED
ORD-000360,CUST-0061,25000.00,INR,2026-08-21T00:00:00+00:00,COMPLETED
ORD-000361,CUST-0062,999.00,INR,2026-08-03T03:17:00+00:00,COMPLETED
ORD-000362,CUST-0063,2499.00,INR,2026-08-10T06:34:00+00:00,COMPLETED
ORD-000363,CUST-0064,3499.00,INR,2026-08-17T09:51:00+00:00,COMPLETED
ORD-000364,CUST-0065,499.00,INR,2026-08-24T12:08:00+00:00,COMPLETED
ORD-000365,CUST-0066,14999.00,INR,2026-08-06T15:25:00+00:00,COMPLETED
ORD-000366,CUST-0067,25000.00,INR,2026-08-13T18:42:00+00:00,COMPLETED
ORD-000367,CUST-0068,4999.00,INR,2026-08-20T21:59:00+00:00,COMPLETED
ORD-000368,CUST-0069,1299.00,INR,2026-08-02T00:16:00+00:00,COMPLETED
ORD-000369,CUST-0070,4999.00,INR,2026-08-09T03:33:00+00:00,COMPLETED
ORD-000370,CUST-0071,3499.00,INR,2026-08-16T06:50:00+00:00,COMPLETED
ORD-000371,CUST-0072,14999.00,INR,2026-08-23T09:07:00+00:00,COMPLETED
ORD-000372,CUST-0073,1999.00,INR,2026-08-05T12:24:00+00:00,COMPLETED
ORD-000373,CUST-0074,2499.00,INR,2026-08-12T15:41:00+00:00,COMPLETED
ORD-000374,CUST-0075,25000.00,INR,2026-08-19T18:58:00+00:00,COMPLETED
ORD-000375,CUST-0076,999.00,INR,2026-08-01T21:15:00+00:00,COMPLETED
ORD-000376,CUST-0077,4999.00,INR,2026-08-08T00:32:00+00:00,COMPLETED
ORD-000377,CUST-0078,1299.00,INR,2026-08-15T03:49:00+00:00,COMPLETED
ORD-000378,CUST-0079,799.00,INR,2026-08-22T06:06:00+00:00,COMPLETED
ORD-000379,CUST-0080,14999.00,INR,2026-08-04T09:23:00+00:00,COMPLETED
ORD-000380,CUST-0081,1299.00,INR,2026-08-11T12:40:00+00:00,COMPLETED
ORD-000381,CUST-0082,4999.00,INR,2026-08-18T15:57:00+00:00,COMPLETED
ORD-000382,CUST-0083,7500.00,INR,2026-08-25T18:14:00+00:00,COMPLETED
ORD-000383,CUST-0084,3499.00,INR,2026-08-07T21:31:00+00:00,COMPLETED
ORD-000384,CUST-0085,999.00,INR,2026-08-14T00:48:00+00:00,COMPLETED
ORD-000385,CUST-0086,49999.00,INR,2026-08-21T03:05:00+00:00,COMPLETED
ORD-000386,CUST-0087,7500.00,INR,2026-08-03T06:22:00+00:00,COMPLETED
ORD-000387,CUST-0088,2999.00,INR,2026-08-10T09:39:00+00:00,COMPLETED
ORD-000388,CUST-0089,299.00,INR,2026-08-17T12:56:00+00:00,COMPLETED
ORD-000389,CUST-0090,1499.50,INR,2026-08-24T15:13:00+00:00,COMPLETED
ORD-000390,CUST-0091,4999.00,INR,2026-08-06T18:30:00+00:00,COMPLETED
ORD-000391,CUST-0092,1499.50,INR,2026-08-13T21:47:00+00:00,COMPLETED
ORD-000392,CUST-0093,799.00,INR,2026-08-20T00:04:00+00:00,COMPLETED
ORD-000393,CUST-0094,799.00,INR,2026-08-02T03:21:00+00:00,COMPLETED
ORD-000394,CUST-0095,14999.00,INR,2026-08-09T06:38:00+00:00,COMPLETED
ORD-000395,CUST-0096,1499.50,INR,2026-08-16T09:55:00+00:00,COMPLETED
ORD-000396,CUST-0097,4999.00,INR,2026-08-23T12:12:00+00:00,COMPLETED
ORD-000397,CUST-0098,1299.00,INR,2026-08-05T15:29:00+00:00,COMPLETED
ORD-000398,CUST-0099,799.00,INR,2026-08-12T18:46:00+00:00,COMPLETED
ORD-000399,CUST-0100,14999.00,INR,2026-08-19T21:03:00+00:00,COMPLETED
ORD-000400,CUST-0101,14999.00,INR,2026-08-01T00:20:00+00:00,COMPLETED
ORD-000401,CUST-0102,999.00,INR,2026-08-08T03:37:00+00:00,COMPLETED
ORD-000402,CUST-0103,999.00,INR,2026-08-15T06:54:00+00:00,COMPLETED
ORD-000403,CUST-0104,3499.00,INR,2026-08-22T09:11:00+00:00,COMPLETED
ORD-000404,CUST-0105,9999.00,INR,2026-08-04T12:28:00+00:00,COMPLETED
ORD-000405,CUST-0106,1999.00,INR,2026-08-11T15:45:00+00:00,COMPLETED
ORD-000406,CUST-0107,1299.00,INR,2026-08-18T18:02:00+00:00,COMPLETED
ORD-000407,CUST-0108,4999.00,INR,2026-08-25T21:19:00+00:00,COMPLETED
ORD-000408,CUST-0109,49999.00,INR,2026-08-07T00:36:00+00:00,COMPLETED
ORD-000409,CUST-0110,1299.00,INR,2026-08-14T03:53:00+00:00,COMPLETED
ORD-000410,CUST-0111,2499.00,INR,2026-08-21T06:10:00+00:00,COMPLETED
ORD-000411,CUST-0112,9999.00,INR,2026-08-03T09:27:00+00:00,COMPLETED
ORD-000412,CUST-0113,299.00,INR,2026-08-10T12:44:00+00:00,COMPLETED
ORD-000413,CUST-0114,4999.00,INR,2026-08-17T15:01:00+00:00,COMPLETED
ORD-000414,CUST-0115,14999.00,INR,2026-08-24T18:18:00+00:00,COMPLETED
ORD-000415,CUST-0116,9999.00,INR,2026-08-06T21:35:00+00:00,COMPLETED
ORD-000416,CUST-0117,1499.50,INR,2026-08-13T00:52:00+00:00,COMPLETED
ORD-000417,CUST-0118,799.00,INR,2026-08-20T03:09:00+00:00,COMPLETED
ORD-000418,CUST-0119,2499.00,INR,2026-08-02T06:26:00+00:00,COMPLETED
ORD-000419,CUST-0120,799.00,INR,2026-08-09T09:43:00+00:00,COMPLETED
ORD-000420,CUST-0121,4999.00,INR,2026-08-16T12:00:00+00:00,COMPLETED
ORD-000421,CUST-0122,1499.50,INR,2026-08-23T15:17:00+00:00,COMPLETED
ORD-000422,CUST-0123,999.00,INR,2026-08-05T18:34:00+00:00,COMPLETED
ORD-000423,CUST-0124,7500.00,INR,2026-08-12T21:51:00+00:00,COMPLETED
ORD-000424,CUST-0125,999.00,INR,2026-08-19T00:08:00+00:00,COMPLETED
ORD-000425,CUST-0126,1999.00,INR,2026-08-01T03:25:00+00:00,COMPLETED
ORD-000426,CUST-0127,799.00,INR,2026-08-08T06:42:00+00:00,COMPLETED
ORD-000427,CUST-0128,25000.00,INR,2026-08-15T09:59:00+00:00,COMPLETED
ORD-000428,CUST-0129,4999.00,INR,2026-08-22T12:16:00+00:00,COMPLETED
ORD-000429,CUST-0130,799.00,INR,2026-08-04T15:33:00+00:00,COMPLETED
ORD-000430,CUST-0131,3499.00,INR,2026-08-11T18:50:00+00:00,COMPLETED
ORD-000431,CUST-0132,7500.00,INR,2026-08-18T21:07:00+00:00,COMPLETED
ORD-000432,CUST-0133,25000.00,INR,2026-08-25T00:24:00+00:00,COMPLETED
ORD-000433,CUST-0134,499.00,INR,2026-08-07T03:41:00+00:00,COMPLETED
ORD-000434,CUST-0135,799.00,INR,2026-08-14T06:58:00+00:00,COMPLETED
ORD-000435,CUST-0136,9999.00,INR,2026-08-21T09:15:00+00:00,COMPLETED
ORD-000436,CUST-0137,499.00,INR,2026-08-03T12:32:00+00:00,COMPLETED
ORD-000437,CUST-0138,4999.00,INR,2026-08-10T15:49:00+00:00,COMPLETED
ORD-000438,CUST-0139,1299.00,INR,2026-08-17T18:06:00+00:00,COMPLETED
ORD-000439,CUST-0140,999.00,INR,2026-08-24T21:23:00+00:00,COMPLETED
ORD-000440,CUST-0141,1499.50,INR,2026-08-06T00:40:00+00:00,COMPLETED
ORD-000441,CUST-0142,25000.00,INR,2026-08-13T03:57:00+00:00,COMPLETED
ORD-000442,CUST-0143,1499.50,INR,2026-08-20T06:14:00+00:00,COMPLETED
ORD-000443,CUST-0144,3499.00,INR,2026-08-02T09:31:00+00:00,COMPLETED
ORD-000444,CUST-0145,4999.00,INR,2026-08-09T12:48:00+00:00,COMPLETED
ORD-000445,CUST-0146,799.00,INR,2026-08-16T15:05:00+00:00,COMPLETED
ORD-000446,CUST-0147,9999.00,INR,2026-08-23T18:22:00+00:00,COMPLETED
ORD-000447,CUST-0148,1299.00,INR,2026-08-05T21:39:00+00:00,COMPLETED
ORD-000448,CUST-0149,1299.00,INR,2026-08-12T00:56:00+00:00,COMPLETED
ORD-000449,CUST-0150,9999.00,INR,2026-08-19T03:13:00+00:00,COMPLETED
ORD-000450,CUST-0001,3499.00,INR,2026-08-01T06:30:00+00:00,COMPLETED
ORD-000451,CUST-0002,1299.00,INR,2026-08-08T09:47:00+00:00,COMPLETED
ORD-000452,CUST-0003,7500.00,INR,2026-08-15T12:04:00+00:00,COMPLETED
ORD-000453,CUST-0004,3499.00,INR,2026-08-22T15:21:00+00:00,COMPLETED
ORD-000454,CUST-0005,4999.00,INR,2026-08-04T18:38:00+00:00,COMPLETED
ORD-000455,CUST-0006,2499.00,INR,2026-08-11T21:55:00+00:00,COMPLETED
ORD-000456,CUST-0007,799.00,INR,2026-08-18T00:12:00+00:00,COMPLETED
ORD-000457,CUST-0008,499.00,INR,2026-08-25T03:29:00+00:00,COMPLETED
ORD-000458,CUST-0009,9999.00,INR,2026-08-07T06:46:00+00:00,COMPLETED
ORD-000459,CUST-0010,1499.50,INR,2026-08-14T09:03:00+00:00,COMPLETED
ORD-000460,CUST-0011,499.00,INR,2026-08-21T12:20:00+00:00,COMPLETED
ORD-000461,CUST-0012,2499.00,INR,2026-08-03T15:37:00+00:00,COMPLETED
ORD-000462,CUST-0013,25000.00,INR,2026-08-10T18:54:00+00:00,COMPLETED
ORD-000463,CUST-0014,2499.00,INR,2026-08-17T21:11:00+00:00,COMPLETED
ORD-000464,CUST-0015,1999.00,INR,2026-08-24T00:28:00+00:00,COMPLETED
ORD-000465,CUST-0016,25000.00,INR,2026-08-06T03:45:00+00:00,COMPLETED
ORD-000466,CUST-0017,14999.00,INR,2026-08-13T06:02:00+00:00,COMPLETED
ORD-000467,CUST-0018,1299.00,INR,2026-08-20T09:19:00+00:00,COMPLETED
ORD-000468,CUST-0019,49999.00,INR,2026-08-02T12:36:00+00:00,COMPLETED
ORD-000469,CUST-0020,999.00,INR,2026-08-09T15:53:00+00:00,COMPLETED
ORD-000470,CUST-0021,799.00,INR,2026-08-16T18:10:00+00:00,COMPLETED
ORD-000471,CUST-0022,25000.00,INR,2026-08-23T21:27:00+00:00,COMPLETED
ORD-000472,CUST-0023,799.00,INR,2026-08-05T00:44:00+00:00,COMPLETED
ORD-000473,CUST-0024,7500.00,INR,2026-08-12T03:01:00+00:00,COMPLETED
ORD-000474,CUST-0025,499.00,INR,2026-08-19T06:18:00+00:00,COMPLETED
ORD-000475,CUST-0026,7500.00,INR,2026-08-01T09:35:00+00:00,COMPLETED
ORD-000476,CUST-0027,799.00,INR,2026-08-08T12:52:00+00:00,COMPLETED
ORD-000477,CUST-0028,299.00,INR,2026-08-15T15:09:00+00:00,COMPLETED
ORD-000478,CUST-0029,4999.00,INR,2026-08-22T18:26:00+00:00,COMPLETED
ORD-000479,CUST-0030,499.00,INR,2026-08-04T21:43:00+00:00,COMPLETED
ORD-000480,CUST-0031,1299.00,INR,2026-08-11T00:00:00+00:00,COMPLETED
ORD-000481,CUST-0032,299.00,INR,2026-08-18T03:17:00+00:00,COMPLETED
ORD-000482,CUST-0033,2999.00,INR,2026-08-25T06:34:00+00:00,COMPLETED
ORD-000483,CUST-0034,14999.00,INR,2026-08-07T09:51:00+00:00,COMPLETED
ORD-000484,CUST-0035,2499.00,INR,2026-08-14T12:08:00+00:00,COMPLETED
ORD-000485,CUST-0036,499.00,INR,2026-08-21T15:25:00+00:00,COMPLETED
ORD-000486,CUST-0037,25000.00,INR,2026-08-03T18:42:00+00:00,COMPLETED
ORD-000487,CUST-0038,49999.00,INR,2026-08-10T21:59:00+00:00,COMPLETED
ORD-000488,CUST-0039,2499.00,INR,2026-08-17T00:16:00+00:00,COMPLETED
ORD-000489,CUST-0040,14999.00,INR,2026-08-24T03:33:00+00:00,COMPLETED
ORD-000490,CUST-0041,2499.00,INR,2026-08-06T06:50:00+00:00,COMPLETED
ORD-000491,CUST-0042,799.00,INR,2026-08-13T09:07:00+00:00,COMPLETED
ORD-000492,CUST-0043,299.00,INR,2026-08-20T12:24:00+00:00,COMPLETED
ORD-000493,CUST-0044,499.00,INR,2026-08-02T15:41:00+00:00,COMPLETED
ORD-000494,CUST-0045,2999.00,INR,2026-08-09T18:58:00+00:00,COMPLETED
ORD-000495,CUST-0046,799.00,INR,2026-08-16T21:15:00+00:00,COMPLETED
ORD-000496,CUST-0047,999.00,INR,2026-08-23T00:32:00+00:00,COMPLETED
ORD-000497,CUST-0048,499.00,INR,2026-08-05T03:49:00+00:00,COMPLETED
ORD-000498,CUST-0049,4999.00,INR,2026-08-12T06:06:00+00:00,COMPLETED
ORD-000499,CUST-0050,49999.00,INR,2026-08-19T09:23:00+00:00,COMPLETED
ORD-000500,CUST-0051,799.00,INR,2026-08-01T12:40:00+00:00,COMPLETED
ORD-000501,CUST-0052,3499.00,INR,2026-08-08T15:57:00+00:00,COMPLETED
ORD-000502,CUST-0053,1999.00,INR,2026-08-15T18:14:00+00:00,COMPLETED
ORD-000503,CUST-0054,3499.00,INR,2026-08-22T21:31:00+00:00,COMPLETED
ORD-000504,CUST-0055,49999.00,INR,2026-08-04T00:48:00+00:00,COMPLETED
ORD-000505,CUST-0056,1999.00,INR,2026-08-11T03:05:00+00:00,COMPLETED
ORD-000506,CUST-0057,499.00,INR,2026-08-18T06:22:00+00:00,COMPLETED
ORD-000507,CUST-0058,999.00,INR,2026-08-25T09:39:00+00:00,COMPLETED
ORD-000508,CUST-0059,9999.00,INR,2026-08-07T12:56:00+00:00,COMPLETED
ORD-000509,CUST-0060,4999.00,INR,2026-08-14T15:13:00+00:00,COMPLETED
ORD-000510,CUST-0061,49999.00,INR,2026-08-21T18:30:00+00:00,COMPLETED
ORD-000511,CUST-0062,2999.00,INR,2026-08-03T21:47:00+00:00,COMPLETED
ORD-000512,CUST-0063,799.00,INR,2026-08-10T00:04:00+00:00,COMPLETED
ORD-000513,CUST-0064,3499.00,INR,2026-08-17T03:21:00+00:00,COMPLETED
ORD-000514,CUST-0065,799.00,INR,2026-08-24T06:38:00+00:00,COMPLETED
ORD-000515,CUST-0066,3499.00,INR,2026-08-06T09:55:00+00:00,COMPLETED
ORD-000516,CUST-0067,1499.50,INR,2026-08-13T12:12:00+00:00,COMPLETED
ORD-000517,CUST-0068,25000.00,INR,2026-08-20T15:29:00+00:00,COMPLETED
ORD-000518,CUST-0069,14999.00,INR,2026-08-02T18:46:00+00:00,COMPLETED
ORD-000519,CUST-0070,799.00,INR,2026-08-09T21:03:00+00:00,COMPLETED
ORD-000520,CUST-0071,1499.50,INR,2026-08-16T00:20:00+00:00,COMPLETED
ORD-000521,CUST-0072,25000.00,INR,2026-08-23T03:37:00+00:00,COMPLETED
ORD-000522,CUST-0073,799.00,INR,2026-08-05T06:54:00+00:00,COMPLETED
ORD-000523,CUST-0074,7500.00,INR,2026-08-12T09:11:00+00:00,COMPLETED
ORD-000524,CUST-0075,1299.00,INR,2026-08-19T12:28:00+00:00,COMPLETED
ORD-000525,CUST-0076,7500.00,INR,2026-08-01T15:45:00+00:00,COMPLETED
ORD-000526,CUST-0077,1299.00,INR,2026-08-08T18:02:00+00:00,COMPLETED
ORD-000527,CUST-0078,4999.00,INR,2026-08-15T21:19:00+00:00,COMPLETED
ORD-000528,CUST-0079,999.00,INR,2026-08-22T00:36:00+00:00,COMPLETED
ORD-000529,CUST-0080,49999.00,INR,2026-08-04T03:53:00+00:00,COMPLETED
ORD-000530,CUST-0081,999.00,INR,2026-08-11T06:10:00+00:00,COMPLETED
ORD-000531,CUST-0082,25000.00,INR,2026-08-18T09:27:00+00:00,COMPLETED
ORD-000532,CUST-0083,49999.00,INR,2026-08-25T12:44:00+00:00,COMPLETED
ORD-000533,CUST-0084,1299.00,INR,2026-08-07T15:01:00+00:00,COMPLETED
ORD-000534,CUST-0085,1499.50,INR,2026-08-14T18:18:00+00:00,COMPLETED
ORD-000535,CUST-0086,4999.00,INR,2026-08-21T21:35:00+00:00,COMPLETED
ORD-000536,CUST-0087,3499.00,INR,2026-08-03T00:52:00+00:00,COMPLETED
ORD-000537,CUST-0088,1499.50,INR,2026-08-10T03:09:00+00:00,COMPLETED
ORD-000538,CUST-0089,2499.00,INR,2026-08-17T06:26:00+00:00,COMPLETED
ORD-000539,CUST-0090,1299.00,INR,2026-08-24T09:43:00+00:00,COMPLETED
ORD-000540,CUST-0091,299.00,INR,2026-08-06T12:00:00+00:00,COMPLETED
ORD-000541,CUST-0092,7500.00,INR,2026-08-13T15:17:00+00:00,COMPLETED
ORD-000542,CUST-0093,1299.00,INR,2026-08-20T18:34:00+00:00,COMPLETED
ORD-000543,CUST-0094,3499.00,INR,2026-08-02T21:51:00+00:00,COMPLETED
ORD-000544,CUST-0095,14999.00,INR,2026-08-09T00:08:00+00:00,COMPLETED
ORD-000545,CUST-0096,1299.00,INR,2026-08-16T03:25:00+00:00,COMPLETED
ORD-000546,CUST-0097,25000.00,INR,2026-08-23T06:42:00+00:00,COMPLETED
ORD-000547,CUST-0098,7500.00,INR,2026-08-05T09:59:00+00:00,COMPLETED
ORD-000548,CUST-0099,1499.50,INR,2026-08-12T12:16:00+00:00,COMPLETED
ORD-000549,CUST-0100,499.00,INR,2026-08-19T15:33:00+00:00,COMPLETED
ORD-000550,CUST-0101,1299.00,INR,2026-08-01T18:50:00+00:00,COMPLETED
ORD-000551,CUST-0102,1499.50,INR,2026-08-08T21:07:00+00:00,COMPLETED
ORD-000552,CUST-0103,7500.00,INR,2026-08-15T00:24:00+00:00,COMPLETED
ORD-000553,CUST-0104,2999.00,INR,2026-08-22T03:41:00+00:00,COMPLETED
ORD-000554,CUST-0105,2999.00,INR,2026-08-04T06:58:00+00:00,COMPLETED
ORD-000555,CUST-0106,799.00,INR,2026-08-11T09:15:00+00:00,COMPLETED
ORD-000556,CUST-0107,1499.50,INR,2026-08-18T12:32:00+00:00,COMPLETED
ORD-000557,CUST-0108,299.00,INR,2026-08-25T15:49:00+00:00,COMPLETED
ORD-000558,CUST-0109,2999.00,INR,2026-08-07T18:06:00+00:00,COMPLETED
ORD-000559,CUST-0110,299.00,INR,2026-08-14T21:23:00+00:00,COMPLETED
ORD-000560,CUST-0111,3499.00,INR,2026-08-21T00:40:00+00:00,COMPLETED
ORD-000561,CUST-0112,2499.00,INR,2026-08-03T03:57:00+00:00,COMPLETED
ORD-000562,CUST-0113,25000.00,INR,2026-08-10T06:14:00+00:00,COMPLETED
ORD-000563,CUST-0114,1499.50,INR,2026-08-17T09:31:00+00:00,COMPLETED
ORD-000564,CUST-0115,49999.00,INR,2026-08-24T12:48:00+00:00,COMPLETED
ORD-000565,CUST-0116,4999.00,INR,2026-08-06T15:05:00+00:00,COMPLETED
ORD-000566,CUST-0117,4999.00,INR,2026-08-13T18:22:00+00:00,COMPLETED
ORD-000567,CUST-0118,1299.00,INR,2026-08-20T21:39:00+00:00,COMPLETED
ORD-000568,CUST-0119,999.00,INR,2026-08-02T00:56:00+00:00,COMPLETED
ORD-000569,CUST-0120,25000.00,INR,2026-08-09T03:13:00+00:00,COMPLETED
ORD-000570,CUST-0121,25000.00,INR,2026-08-16T06:30:00+00:00,COMPLETED
ORD-000571,CUST-0122,999.00,INR,2026-08-23T09:47:00+00:00,COMPLETED
ORD-000572,CUST-0123,9999.00,INR,2026-08-05T12:04:00+00:00,COMPLETED
ORD-000573,CUST-0124,1499.50,INR,2026-08-12T15:21:00+00:00,COMPLETED
ORD-000574,CUST-0125,1999.00,INR,2026-08-19T18:38:00+00:00,COMPLETED
ORD-000575,CUST-0126,25000.00,INR,2026-08-01T21:55:00+00:00,COMPLETED
ORD-000576,CUST-0127,49999.00,INR,2026-08-08T00:12:00+00:00,COMPLETED
ORD-000577,CUST-0128,9999.00,INR,2026-08-15T03:29:00+00:00,COMPLETED
ORD-000578,CUST-0129,1999.00,INR,2026-08-22T06:46:00+00:00,COMPLETED
ORD-000579,CUST-0130,499.00,INR,2026-08-04T09:03:00+00:00,COMPLETED
ORD-000580,CUST-0131,49999.00,INR,2026-08-11T12:20:00+00:00,COMPLETED
ORD-000581,CUST-0132,299.00,INR,2026-08-18T15:37:00+00:00,COMPLETED
ORD-000582,CUST-0133,1299.00,INR,2026-08-25T18:54:00+00:00,COMPLETED
ORD-000583,CUST-0134,9999.00,INR,2026-08-07T21:11:00+00:00,COMPLETED
ORD-000584,CUST-0135,9999.00,INR,2026-08-14T00:28:00+00:00,COMPLETED
ORD-000585,CUST-0136,1999.00,INR,2026-08-21T03:45:00+00:00,COMPLETED
ORD-000586,CUST-0137,3499.00,INR,2026-08-03T06:02:00+00:00,COMPLETED
ORD-000587,CUST-0138,25000.00,INR,2026-08-10T09:19:00+00:00,COMPLETED
ORD-000588,CUST-0139,1299.00,INR,2026-08-17T12:36:00+00:00,COMPLETED
ORD-000589,CUST-0140,7500.00,INR,2026-08-24T15:53:00+00:00,COMPLETED
ORD-000590,CUST-0141,7500.00,INR,2026-08-06T18:10:00+00:00,COMPLETED
ORD-000591,CUST-0142,9999.00,INR,2026-08-13T21:27:00+00:00,COMPLETED
ORD-000592,CUST-0143,499.00,INR,2026-08-20T00:44:00+00:00,COMPLETED
ORD-000593,CUST-0144,49999.00,INR,2026-08-02T03:01:00+00:00,COMPLETED
ORD-000594,CUST-0145,1299.00,INR,2026-08-09T06:18:00+00:00,COMPLETED
ORD-000595,CUST-0146,1499.50,INR,2026-08-16T09:35:00+00:00,COMPLETED
ORD-000596,CUST-0147,4999.00,INR,2026-08-23T12:52:00+00:00,COMPLETED
ORD-000597,CUST-0148,49999.00,INR,2026-08-05T15:09:00+00:00,COMPLETED
ORD-000598,CUST-0149,4999.00,INR,2026-08-12T18:26:00+00:00,COMPLETED
ORD-000599,CUST-0150,3499.00,INR,2026-08-19T21:43:00+00:00,COMPLETED
ORD-000600,CUST-0001,2999.00,INR,2026-08-01T00:00:00+00:00,COMPLETED
ORD-000601,CUST-0002,49999.00,INR,2026-08-08T03:17:00+00:00,COMPLETED
ORD-000602,CUST-0003,9999.00,INR,2026-08-15T06:34:00+00:00,COMPLETED
ORD-000603,CUST-0004,499.00,INR,2026-08-22T09:51:00+00:00,COMPLETED
ORD-000604,CUST-0005,299.00,INR,2026-08-04T12:08:00+00:00,COMPLETED
ORD-000605,CUST-0006,14999.00,INR,2026-08-11T15:25:00+00:00,COMPLETED
ORD-000606,CUST-0007,1999.00,INR,2026-08-18T18:42:00+00:00,COMPLETED
ORD-000607,CUST-0008,49999.00,INR,2026-08-25T21:59:00+00:00,COMPLETED
ORD-000608,CUST-0009,1999.00,INR,2026-08-07T00:16:00+00:00,COMPLETED
ORD-000609,CUST-0010,9999.00,INR,2026-08-14T03:33:00+00:00,COMPLETED
ORD-000610,CUST-0011,25000.00,INR,2026-08-21T06:50:00+00:00,COMPLETED
